Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1995.0,Нет,,No,4.0,246.0,,31.0,3.0,3.0,1.0,Masters,914061288427,Bangalore,M,12.0,2017.0,2.0,0
,Нет,,No,3.0,119.0,Близнецы,25.0,9.0,,0.0,Bachelors,914110186140,Pune,,1.0,2014.0,2.0,0
2002.0,Нет,Female,,3.0,,Близнецы,,9.0,,0.0,Bachelors,914110186140,Pune,XS,,,2.0,0
2002.0,Нет,Female,No,3.0,119.0,,,9.0,3.0,,,914110186140,Pune,XS,1.0,,2.0,0
1998.0,Нет,Male,,5.0,,Дева,27.0,6.0,1.0,0.0,Bachelors,915021295119,Bangalore,,11.0,2014.0,3.0,0
2001.0,Да,Female,No,3.0,248.0,Рыбы,25.0,3.0,2.0,0.0,Masters,914927216766,New Delhi,,4.0,2017.0,2.0,1
2001.0,Да,Female,No,3.0,248.0,Рыбы,25.0,3.0,2.0,0.0,,914927216766,New Delhi,M,4.0,2017.0,2.0,1
1986.0,Да,,No,0.0,419.0,Водолей,40.0,7.0,3.0,,Bachelors,913292563144,,L,,2015.0,1.0,1
1986.0,,Male,No,0.0,419.0,Водолей,,7.0,3.0,0.0,Bachelors,913292563144,,,2.0,2015.0,1.0,1
1986.0,Да,,No,0.0,,Водолей,40.0,7.0,3.0,0.0,Bachelors,913292563144,Bangalore,L,2.0,2015.0,1.0,1
1986.0,Да,Male,No,0.0,419.0,,40.0,7.0,3.0,,Bachelors,913292563144,Bangalore,,,2015.0,1.0,1
1986.0,Да,Male,No,,419.0,Водолей,40.0,7.0,3.0,0.0,Bachelors,913292563144,Bangalore,L,2.0,2015.0,1.0,1
2004.0,,Female,No,1.0,,Рак,23.0,3.0,1.0,1.0,Bachelors,914300166426,Bangalore,,12.0,2014.0,2.0,0
2004.0,,Female,,1.0,57.0,Рак,23.0,,1.0,1.0,Bachelors,914300166426,Bangalore,L,12.0,,,0
2004.0,Нет,Female,,1.0,57.0,Рак,,3.0,,1.0,Bachelors,914300166426,,L,12.0,,2.0,0
2004.0,Нет,Female,No,1.0,,Телец,23.0,,3.0,0.0,Bachelors,912620970987,Bangalore,M,9.0,2017.0,3.0,0
2004.0,Нет,Female,No,1.0,45.0,Телец,23.0,,,0.0,Bachelors,912620970987,Bangalore,M,9.0,2017.0,3.0,0
2004.0,Нет,Female,No,1.0,45.0,,23.0,1.0,3.0,,Bachelors,912620970987,Bangalore,,9.0,2017.0,3.0,0
1987.0,,Male,No,,393.0,Козерог,39.0,6.0,3.0,,,917958452623,Bangalore,S,8.0,2012.0,3.0,0
1987.0,Нет,Male,No,1.0,,Козерог,39.0,6.0,3.0,0.0,Bachelors,917958452623,Bangalore,S,8.0,2012.0,3.0,0
,Нет,Male,No,1.0,393.0,Козерог,39.0,6.0,3.0,,,917958452623,Bangalore,S,8.0,2012.0,,0
,Нет,Male,No,1.0,,,,4.0,1.0,0.0,,917014252591,New Delhi,L,,2015.0,,0
1990.0,Нет,,No,1.0,,Рак,37.0,4.0,1.0,0.0,PHD,917014252591,New Delhi,L,8.0,,2.0,0
1990.0,Нет,Male,No,1.0,470.0,Рак,37.0,4.0,1.0,0.0,,917014252591,New Delhi,L,8.0,,2.0,0
1990.0,Нет,,No,1.0,470.0,Рак,37.0,4.0,1.0,0.0,PHD,917014252591,New Delhi,L,,2015.0,2.0,0
1989.0,Нет,,No,2.0,,,38.0,,3.0,1.0,Bachelors,917237876082,Pune,M,0.0,2017.0,3.0,0
1989.0,Нет,Male,No,2.0,160.0,Весы,38.0,2.0,3.0,1.0,Bachelors,917237876082,Pune,M,0.0,2017.0,3.0,0
1994.0,,Female,No,0.0,152.0,,31.0,,3.0,0.0,Bachelors,916289321758,Bangalore,L,11.0,2013.0,,1
1989.0,Нет,Male,No,5.0,440.0,Стрелец,38.0,0.0,3.0,1.0,Bachelors,916638664380,Bangalore,L,,2016.0,2.0,0
2001.0,Нет,Female,No,3.0,437.0,Близнецы,,9.0,3.0,0.0,Bachelors,917346734011,,,,2017.0,2.0,0
,Нет,,No,3.0,437.0,Близнецы,25.0,9.0,,0.0,Bachelors,917346734011,,M,2.0,,,0
,Да,,Yes,5.0,423.0,Близнецы,27.0,1.0,3.0,0.0,Bachelors,918990924084,Bangalore,S,13.0,2015.0,,1
1989.0,Да,Male,No,0.0,199.0,Скорпион,36.0,3.0,,1.0,Bachelors,914799940964,Pune,,3.0,2016.0,,1
,Да,Male,No,,,,36.0,3.0,2.0,1.0,,914799940964,,XL,3.0,2016.0,1.0,1
1989.0,,Male,No,0.0,,,,3.0,2.0,1.0,Bachelors,914799940964,Pune,XL,,,1.0,1
1989.0,Да,,No,0.0,,Скорпион,,3.0,,1.0,,914799940964,Pune,XL,3.0,2016.0,1.0,1
,Да,,No,0.0,199.0,Скорпион,36.0,3.0,,1.0,Bachelors,914799940964,Pune,XL,3.0,2016.0,,1
,Да,Female,No,5.0,264.0,Стрелец,,6.0,2.0,1.0,Bachelors,919917831386,Pune,L,12.0,2017.0,,1
1999.0,Да,,No,5.0,264.0,Стрелец,27.0,6.0,2.0,,Bachelors,919917831386,,L,12.0,2017.0,2.0,1
1999.0,Да,Female,No,5.0,264.0,Стрелец,27.0,6.0,2.0,1.0,Bachelors,919917831386,Pune,L,,,2.0,1
1994.0,Нет,Female,No,4.0,291.0,Весы,,6.0,2.0,0.0,Masters,917583032607,Pune,M,6.0,2015.0,5.0,0
1994.0,Нет,Female,No,,291.0,Весы,,6.0,2.0,0.0,Masters,917583032607,Pune,M,6.0,,5.0,0
,Нет,,No,,291.0,Весы,32.0,6.0,,0.0,Masters,917583032607,,,6.0,2015.0,5.0,0
1994.0,Нет,Female,,4.0,291.0,Весы,,6.0,2.0,0.0,Masters,917583032607,Pune,,6.0,2015.0,5.0,0
1998.0,Нет,Male,No,4.0,420.0,Козерог,28.0,1.0,3.0,1.0,Bachelors,917159736722,,,6.0,2014.0,3.0,0
1995.0,Нет,Male,No,,126.0,Скорпион,32.0,,,0.0,Masters,916597049255,New Delhi,,12.0,2012.0,2.0,0
1995.0,,,No,2.0,126.0,,32.0,7.0,3.0,0.0,Masters,916597049255,New Delhi,XL,12.0,,2.0,0
1995.0,Нет,Male,No,2.0,,Скорпион,32.0,,3.0,,Masters,916597049255,New Delhi,XL,12.0,,2.0,0
1995.0,Нет,Male,,,126.0,Скорпион,32.0,7.0,,0.0,Masters,916597049255,,XL,12.0,,2.0,0
1995.0,Да,Male,No,0.0,392.0,,30.0,7.0,3.0,0.0,Bachelors,913845036986,Bangalore,L,1.0,2018.0,1.0,1
1995.0,Да,Male,No,0.0,392.0,Водолей,30.0,7.0,3.0,,Bachelors,913845036986,Bangalore,,1.0,2018.0,1.0,1
1995.0,Да,Male,No,0.0,392.0,Водолей,30.0,,3.0,,Bachelors,913845036986,Bangalore,,1.0,,1.0,1
1995.0,Да,Male,No,0.0,,,30.0,7.0,3.0,,Bachelors,913845036986,,L,1.0,2018.0,1.0,1
2004.0,,,,0.0,,Весы,22.0,3.0,3.0,1.0,Bachelors,912170079361,New Delhi,L,10.0,,1.0,0
2004.0,Нет,,No,0.0,486.0,Весы,22.0,3.0,3.0,,,912170079361,New Delhi,L,,2015.0,1.0,0
2004.0,Нет,Male,No,,486.0,Весы,22.0,3.0,3.0,1.0,Bachelors,912170079361,New Delhi,L,10.0,2015.0,1.0,0
1993.0,Нет,Female,No,5.0,483.0,Водолей,34.0,1.0,2.0,0.0,Bachelors,913335832150,New Delhi,M,0.0,2017.0,,0
1993.0,Нет,Female,No,5.0,483.0,,34.0,1.0,2.0,0.0,Bachelors,913335832150,New Delhi,M,0.0,2017.0,5.0,0
1993.0,Нет,Female,No,5.0,483.0,Водолей,,,,0.0,Bachelors,913335832150,,,0.0,2017.0,5.0,0
1993.0,Нет,Female,No,5.0,483.0,,34.0,1.0,2.0,,Bachelors,913335832150,,,0.0,2017.0,5.0,0
1993.0,Нет,Female,No,5.0,483.0,Водолей,34.0,1.0,2.0,0.0,Bachelors,913335832150,,,0.0,,,0
1990.0,Нет,Male,No,2.0,255.0,,36.0,3.0,,,Masters,912709986212,,,15.0,2013.0,1.0,0
1987.0,Да,Male,No,3.0,484.0,Лев,39.0,9.0,,1.0,Bachelors,918980458492,Bangalore,M,,,3.0,1
,Да,Male,No,3.0,484.0,Лев,39.0,9.0,,1.0,Bachelors,918980458492,Bangalore,M,5.0,2014.0,3.0,1
2000.0,,Male,No,4.0,264.0,Скорпион,,3.0,3.0,1.0,PHD,912874859484,,L,6.0,,3.0,1
,Да,Male,No,4.0,,,26.0,3.0,3.0,,PHD,912874859484,Bangalore,L,,2018.0,3.0,1
2000.0,,Male,No,4.0,,Скорпион,26.0,3.0,3.0,1.0,PHD,912874859484,Bangalore,,6.0,2018.0,,1
2000.0,,Male,,4.0,264.0,Скорпион,26.0,3.0,,,PHD,912874859484,Bangalore,,6.0,2018.0,,1
,Да,,No,4.0,264.0,Скорпион,,3.0,3.0,1.0,PHD,912874859484,,L,,2018.0,,1
1995.0,Нет,Female,No,0.0,253.0,Рак,31.0,,3.0,1.0,Bachelors,913464187785,,,,2016.0,1.0,0
1995.0,Нет,Female,No,0.0,253.0,Рак,31.0,1.0,3.0,1.0,,913464187785,,S,1.0,2016.0,,0
1995.0,Нет,Female,,,253.0,Рак,,1.0,3.0,,Bachelors,913464187785,Bangalore,S,1.0,2016.0,,0
1995.0,Нет,Female,No,0.0,,,31.0,,3.0,1.0,,913464187785,Bangalore,S,1.0,2016.0,1.0,0
1995.0,Нет,Female,No,,253.0,Рак,,1.0,3.0,1.0,Bachelors,913464187785,,S,1.0,2016.0,1.0,0
1998.0,Да,Male,,5.0,497.0,Водолей,27.0,5.0,3.0,1.0,Bachelors,913663810695,Bangalore,M,,2014.0,4.0,1
1998.0,Да,,,5.0,497.0,Водолей,,5.0,3.0,,Bachelors,913663810695,,,14.0,2014.0,,1
,,Male,No,5.0,497.0,,27.0,,3.0,1.0,Bachelors,913663810695,Bangalore,M,14.0,2014.0,,1
1998.0,Да,Male,No,5.0,497.0,Водолей,,5.0,3.0,1.0,,913663810695,Bangalore,M,14.0,2014.0,4.0,1
1996.0,Нет,Female,No,0.0,236.0,Козерог,29.0,,3.0,0.0,Bachelors,916972268475,Bangalore,,10.0,,2.0,0
2001.0,Да,Female,No,2.0,56.0,,24.0,6.0,3.0,0.0,Bachelors,911242208594,Bangalore,M,5.0,,1.0,1
2001.0,Да,Female,,2.0,56.0,Рыбы,,6.0,3.0,0.0,Bachelors,911242208594,Bangalore,M,5.0,2015.0,1.0,1
2000.0,,Male,No,3.0,,Водолей,25.0,8.0,,1.0,Masters,914861267826,Pune,M,4.0,2012.0,2.0,1
2000.0,Да,Male,No,,414.0,Водолей,25.0,8.0,3.0,1.0,Masters,914861267826,Pune,M,,2012.0,2.0,1
2000.0,Да,,No,3.0,,Водолей,25.0,,3.0,,Masters,914861267826,Pune,M,4.0,2012.0,,1
,Да,Male,,3.0,414.0,Водолей,25.0,8.0,,1.0,Masters,914861267826,Pune,M,4.0,2012.0,2.0,1
2002.0,,Male,No,3.0,183.0,Козерог,25.0,5.0,3.0,0.0,Bachelors,914245912516,Pune,L,,2013.0,,0
2002.0,Нет,Male,No,3.0,183.0,,25.0,5.0,3.0,0.0,Bachelors,914245912516,Pune,L,0.0,2013.0,3.0,0
2000.0,Да,Female,No,4.0,319.0,Близнецы,26.0,5.0,,1.0,Masters,912178917242,,,13.0,2017.0,2.0,1
2000.0,Да,Female,No,4.0,319.0,,26.0,5.0,3.0,1.0,,912178917242,New Delhi,S,13.0,,2.0,1
1999.0,Да,Female,Yes,1.0,225.0,,28.0,10.0,2.0,0.0,Bachelors,914017106595,Pune,XL,0.0,2015.0,,1
1999.0,,Female,Yes,1.0,225.0,,28.0,10.0,2.0,0.0,Bachelors,914017106595,Pune,XL,,2015.0,2.0,1
,Да,Female,,,225.0,,,10.0,,0.0,Bachelors,914017106595,Pune,XL,0.0,2015.0,2.0,1
,,,Yes,1.0,225.0,Козерог,28.0,,2.0,,Bachelors,914017106595,Pune,XL,0.0,,2.0,1
1998.0,Нет,Male,No,2.0,408.0,Лев,28.0,0.0,3.0,0.0,,916193372640,New Delhi,M,,2017.0,5.0,0
,,,No,2.0,408.0,,28.0,0.0,3.0,0.0,Bachelors,916193372640,New Delhi,M,5.0,2017.0,5.0,0
1998.0,Нет,Male,No,2.0,408.0,,,,3.0,,Bachelors,916193372640,,M,,2017.0,5.0,0
,Нет,Male,No,,408.0,,28.0,0.0,3.0,0.0,Bachelors,916193372640,New Delhi,M,5.0,2017.0,5.0,0
1998.0,,Male,No,2.0,408.0,Лев,,0.0,3.0,0.0,Bachelors,916193372640,New Delhi,M,5.0,2017.0,5.0,0
1998.0,Да,,,3.0,125.0,,28.0,7.0,1.0,0.0,Masters,913599562497,,L,,2015.0,2.0,1
1998.0,Да,Female,No,3.0,,Овен,28.0,,,0.0,Masters,913599562497,Pune,,,2015.0,2.0,1
1998.0,Да,Female,No,3.0,125.0,Овен,28.0,7.0,1.0,0.0,Masters,913599562497,Pune,L,5.0,2015.0,2.0,1
2000.0,,Male,No,3.0,109.0,Рыбы,25.0,9.0,3.0,0.0,Masters,917367095434,,,,2015.0,2.0,0
1998.0,Нет,,No,1.0,466.0,Скорпион,28.0,1.0,3.0,0.0,,916499642848,,S,10.0,2017.0,5.0,0
,,,No,1.0,,Скорпион,28.0,1.0,3.0,0.0,Bachelors,916499642848,Bangalore,S,10.0,2017.0,5.0,0
1998.0,Нет,Male,No,1.0,,Скорпион,28.0,1.0,3.0,0.0,Bachelors,916499642848,Bangalore,,10.0,,5.0,0
2002.0,,Male,No,,334.0,,,,,,Masters,911976684362,Pune,L,4.0,2013.0,5.0,0
2002.0,Нет,,No,3.0,334.0,,25.0,9.0,3.0,,Masters,911976684362,Pune,L,,2013.0,5.0,0
2000.0,Да,Female,No,3.0,303.0,,25.0,9.0,2.0,0.0,Bachelors,914593395475,Bangalore,S,2.0,2015.0,5.0,1
,Да,Female,,3.0,303.0,Овен,25.0,9.0,2.0,0.0,Bachelors,914593395475,Bangalore,S,,2015.0,5.0,1
2000.0,Да,Female,No,3.0,303.0,Овен,25.0,9.0,2.0,0.0,Bachelors,914593395475,Bangalore,S,,,5.0,1
2000.0,Да,Female,No,3.0,303.0,Овен,25.0,9.0,2.0,0.0,Bachelors,914593395475,,S,2.0,2015.0,,1
,Да,Female,,3.0,,Овен,25.0,9.0,2.0,0.0,Bachelors,914593395475,,S,,2015.0,5.0,1
1999.0,,Female,No,,155.0,,27.0,2.0,,0.0,,911454528720,,,7.0,,1.0,0
,Нет,Female,No,5.0,155.0,,27.0,2.0,3.0,0.0,Bachelors,911454528720,Bangalore,S,7.0,2015.0,1.0,0
1999.0,Нет,Female,,,155.0,Лев,27.0,2.0,,,Bachelors,911454528720,Bangalore,S,7.0,2015.0,1.0,0
1999.0,,Female,No,5.0,155.0,Лев,27.0,2.0,3.0,0.0,,911454528720,,S,,2015.0,1.0,0
,Нет,Female,No,5.0,155.0,,,2.0,3.0,0.0,,911454528720,Bangalore,S,7.0,2015.0,,0
2000.0,,,No,5.0,375.0,Козерог,27.0,8.0,3.0,0.0,Bachelors,911352758346,Bangalore,S,2.0,2013.0,4.0,1
2000.0,Да,Male,,5.0,,Козерог,27.0,8.0,,0.0,Bachelors,911352758346,Bangalore,,2.0,2013.0,4.0,1
,Да,Male,No,5.0,375.0,Козерог,27.0,,3.0,0.0,Bachelors,911352758346,Bangalore,S,2.0,2013.0,,1
2000.0,Да,Male,No,5.0,,Козерог,27.0,8.0,3.0,0.0,,911352758346,Bangalore,S,,2013.0,4.0,1
,Нет,,No,3.0,113.0,Дева,25.0,3.0,3.0,0.0,Bachelors,915821139158,Bangalore,L,3.0,2012.0,3.0,0
1997.0,Нет,Male,No,2.0,238.0,Близнецы,28.0,,,0.0,,911417447124,New Delhi,M,9.0,2017.0,3.0,0
1997.0,,Male,No,,,Близнецы,28.0,9.0,2.0,0.0,Masters,911417447124,New Delhi,M,9.0,2017.0,3.0,0
2000.0,Да,,No,4.0,289.0,Овен,26.0,4.0,1.0,0.0,Bachelors,915115578407,Pune,M,10.0,2014.0,4.0,1
2000.0,,Female,No,4.0,289.0,Овен,26.0,,1.0,0.0,Bachelors,915115578407,Pune,M,,2014.0,4.0,1
2000.0,Да,Female,No,,289.0,Овен,26.0,4.0,,0.0,,915115578407,Pune,M,10.0,2014.0,,1
2000.0,Да,Female,,,289.0,Овен,26.0,4.0,1.0,0.0,Bachelors,915115578407,Pune,M,10.0,2014.0,4.0,1
,Нет,Male,No,2.0,493.0,Козерог,,6.0,3.0,1.0,Bachelors,915990834373,,,6.0,2015.0,5.0,0
,Нет,Male,No,2.0,493.0,Козерог,,6.0,3.0,1.0,,915990834373,Bangalore,L,6.0,2015.0,5.0,0
1997.0,Нет,Male,,2.0,493.0,,28.0,6.0,3.0,1.0,Bachelors,915990834373,Bangalore,,6.0,2015.0,5.0,0
1997.0,Нет,Male,No,2.0,493.0,Козерог,,6.0,3.0,1.0,Bachelors,915990834373,Bangalore,L,,2015.0,5.0,0
2001.0,Нет,Male,No,,38.0,Рак,26.0,7.0,3.0,0.0,Masters,919403992162,New Delhi,XL,11.0,2013.0,4.0,0
2001.0,Нет,Male,No,4.0,38.0,Рак,,,3.0,0.0,,919403992162,New Delhi,XL,11.0,,4.0,0
,Нет,Male,No,,38.0,Рак,26.0,7.0,,,Masters,919403992162,New Delhi,XL,,2013.0,4.0,0
2001.0,Нет,Male,No,4.0,38.0,Рак,,,3.0,0.0,Masters,919403992162,New Delhi,,11.0,,,0
2000.0,Нет,Female,No,4.0,,Рыбы,,1.0,3.0,1.0,,919945380096,Bangalore,S,,,,0
2000.0,,,No,,424.0,,25.0,7.0,2.0,0.0,Bachelors,913181180987,New Delhi,L,10.0,2017.0,1.0,0
2000.0,,Male,No,3.0,424.0,,,7.0,2.0,,Bachelors,913181180987,,L,10.0,2017.0,1.0,0
2000.0,Нет,Male,No,,424.0,Весы,,,2.0,0.0,,913181180987,New Delhi,L,10.0,2017.0,,0
2000.0,Нет,Male,No,3.0,424.0,,,7.0,2.0,,Bachelors,913181180987,New Delhi,L,10.0,2017.0,,0
2000.0,Нет,Male,No,3.0,424.0,Весы,25.0,7.0,,0.0,Bachelors,913181180987,,,10.0,2017.0,1.0,0
1997.0,Нет,,No,3.0,102.0,,28.0,6.0,1.0,1.0,Bachelors,917701805550,Bangalore,M,5.0,2012.0,1.0,0
,,Female,No,3.0,102.0,Близнецы,28.0,6.0,1.0,,Bachelors,917701805550,Bangalore,M,5.0,2012.0,1.0,0
1997.0,Нет,Female,No,3.0,102.0,Близнецы,28.0,6.0,1.0,1.0,Bachelors,917701805550,Bangalore,M,5.0,2012.0,1.0,0
1997.0,Нет,Female,,3.0,102.0,Близнецы,28.0,6.0,1.0,1.0,,917701805550,Bangalore,M,5.0,2012.0,1.0,0
1997.0,Нет,Female,No,,,Близнецы,28.0,6.0,1.0,,Bachelors,917701805550,Bangalore,,5.0,2012.0,1.0,0
2000.0,Нет,,,,70.0,Телец,26.0,1.0,3.0,0.0,PHD,917772536105,New Delhi,L,11.0,2015.0,2.0,0
,Нет,Male,No,4.0,70.0,,26.0,1.0,3.0,0.0,PHD,917772536105,New Delhi,L,11.0,2015.0,2.0,0
2000.0,Нет,Male,No,4.0,,Телец,26.0,1.0,3.0,0.0,PHD,917772536105,New Delhi,L,11.0,2015.0,2.0,0
2000.0,Нет,Male,No,,70.0,Телец,26.0,1.0,3.0,0.0,,917772536105,New Delhi,L,11.0,,2.0,0
2000.0,Нет,Male,No,4.0,,Телец,26.0,,3.0,0.0,PHD,917772536105,New Delhi,,11.0,,2.0,0
2001.0,Нет,,No,3.0,,Овен,25.0,1.0,3.0,1.0,Bachelors,914820791945,New Delhi,,,2015.0,1.0,0
2001.0,,Female,No,3.0,340.0,Овен,,1.0,,1.0,Bachelors,914820791945,,S,11.0,2015.0,1.0,0
2001.0,Нет,Female,No,3.0,,,25.0,1.0,3.0,,Bachelors,914820791945,,S,,,1.0,0
2001.0,Да,Male,,,,Овен,26.0,6.0,3.0,1.0,Bachelors,919108535424,Bangalore,M,1.0,2012.0,5.0,1
,Да,Male,No,4.0,168.0,Овен,26.0,,,1.0,Bachelors,919108535424,Bangalore,M,,2012.0,5.0,1
2001.0,,Male,No,4.0,168.0,,,6.0,3.0,1.0,Bachelors,919108535424,Bangalore,,1.0,2012.0,5.0,1
2001.0,Да,Male,No,4.0,168.0,Овен,26.0,6.0,3.0,1.0,,919108535424,Bangalore,,1.0,2012.0,,1
1998.0,Нет,Female,No,3.0,340.0,Водолей,28.0,10.0,3.0,1.0,Bachelors,914914021225,Bangalore,S,5.0,2014.0,4.0,0
2003.0,Нет,Male,No,2.0,,Скорпион,24.0,1.0,3.0,1.0,,919589563211,,L,14.0,2014.0,2.0,0
,Нет,Male,,2.0,19.0,Скорпион,24.0,,3.0,1.0,Masters,919589563211,Pune,L,14.0,2014.0,2.0,0
2003.0,,,No,2.0,19.0,Скорпион,24.0,1.0,,1.0,,919589563211,,L,14.0,2014.0,2.0,0
1999.0,Нет,Male,,1.0,370.0,Близнецы,28.0,7.0,3.0,0.0,Bachelors,912181966168,Bangalore,M,12.0,2013.0,1.0,0
1999.0,Нет,Male,No,1.0,370.0,Близнецы,28.0,7.0,3.0,0.0,Bachelors,912181966168,Bangalore,,12.0,2013.0,1.0,0
1999.0,Нет,Male,,1.0,370.0,Близнецы,28.0,7.0,,,Bachelors,912181966168,Bangalore,M,12.0,,1.0,0
,Нет,Male,No,,138.0,Телец,27.0,,3.0,,Bachelors,915434124117,Pune,L,,2015.0,1.0,0
1999.0,,Male,No,5.0,,Телец,27.0,,3.0,1.0,Bachelors,915434124117,,L,9.0,2015.0,1.0,0
,,Male,,5.0,138.0,Телец,27.0,7.0,3.0,1.0,Bachelors,915434124117,Pune,L,9.0,2015.0,1.0,0
1999.0,Нет,Male,No,5.0,,Телец,27.0,,3.0,1.0,Bachelors,915434124117,Pune,L,9.0,,1.0,0
1999.0,Нет,Male,No,5.0,138.0,,,7.0,,1.0,Bachelors,915434124117,Pune,L,9.0,2015.0,1.0,0
2002.0,,Male,,3.0,162.0,Рак,25.0,,3.0,1.0,Bachelors,913837108838,Bangalore,L,,2018.0,1.0,1
2002.0,Да,Male,,3.0,162.0,Рак,25.0,5.0,3.0,1.0,Bachelors,913837108838,Bangalore,,14.0,2018.0,1.0,1
2002.0,Да,Male,No,3.0,162.0,Рак,25.0,5.0,3.0,1.0,Bachelors,913837108838,,L,14.0,,1.0,1
,Да,Male,,3.0,162.0,Рак,25.0,5.0,3.0,1.0,,913837108838,Bangalore,L,14.0,,,1
2002.0,,,,2.0,128.0,Рыбы,24.0,7.0,,1.0,Masters,913259982446,,M,7.0,2013.0,1.0,1
2002.0,Да,Male,No,2.0,128.0,Рыбы,,7.0,,1.0,,913259982446,,,7.0,2013.0,1.0,1
2002.0,,Male,,2.0,128.0,Рыбы,24.0,,,1.0,Masters,913259982446,Pune,M,7.0,2013.0,1.0,1
,Да,Male,No,,128.0,Рыбы,24.0,,1.0,1.0,Masters,913259982446,Pune,M,7.0,2013.0,1.0,1
,Да,,No,1.0,78.0,Водолей,28.0,10.0,3.0,0.0,Bachelors,918634382919,Bangalore,L,7.0,2013.0,5.0,1
1998.0,Да,Male,No,1.0,,,28.0,10.0,3.0,0.0,Bachelors,918634382919,Bangalore,L,7.0,,5.0,1
1998.0,Да,Male,No,,78.0,Водолей,,10.0,3.0,0.0,Bachelors,918634382919,,,7.0,,,1
1999.0,Нет,,No,5.0,56.0,Скорпион,,10.0,3.0,,Masters,917918338468,New Delhi,M,3.0,2016.0,,0
1999.0,Нет,Male,No,5.0,56.0,,27.0,10.0,,0.0,Masters,917918338468,New Delhi,M,,2016.0,1.0,0
1999.0,Нет,Male,No,4.0,101.0,,26.0,5.0,3.0,0.0,Masters,916000292359,Bangalore,M,12.0,2017.0,,0
2002.0,Нет,,No,,421.0,Козерог,24.0,7.0,2.0,1.0,Masters,913059651290,New Delhi,S,,2017.0,3.0,0
1999.0,,Male,No,4.0,98.0,Рыбы,26.0,,3.0,1.0,Masters,917418883351,New Delhi,M,2.0,,,1
2002.0,Да,,No,,98.0,,25.0,9.0,1.0,0.0,Masters,913452967765,New Delhi,M,0.0,2017.0,,1
,,Female,No,3.0,98.0,Стрелец,25.0,9.0,,0.0,Masters,913452967765,New Delhi,M,0.0,2017.0,2.0,1
,,Female,No,,98.0,Стрелец,25.0,9.0,1.0,,,913452967765,New Delhi,,0.0,2017.0,,1
2002.0,Да,Female,No,3.0,98.0,Стрелец,25.0,9.0,1.0,0.0,,913452967765,,M,0.0,2017.0,2.0,1
1997.0,Нет,Male,No,2.0,11.0,Водолей,,8.0,3.0,1.0,Bachelors,911621003336,Pune,,13.0,2012.0,2.0,0
,Нет,Male,No,2.0,11.0,Водолей,28.0,8.0,,1.0,Bachelors,911621003336,Pune,M,13.0,2012.0,2.0,0
1997.0,Нет,Male,No,2.0,11.0,Водолей,,8.0,,1.0,Bachelors,911621003336,Pune,M,,,,0
1997.0,,Male,No,2.0,11.0,Водолей,28.0,8.0,,,Bachelors,911621003336,,M,,2012.0,2.0,0
1999.0,Нет,Male,No,,143.0,Телец,26.0,9.0,3.0,1.0,Bachelors,919670380982,Bangalore,XL,15.0,2013.0,5.0,0
1999.0,Нет,Male,No,,143.0,Телец,26.0,9.0,3.0,,Bachelors,919670380982,Bangalore,XL,15.0,2013.0,5.0,0
,Нет,Male,No,4.0,143.0,,26.0,9.0,,1.0,Bachelors,919670380982,Bangalore,XL,15.0,2013.0,,0
1998.0,,Male,No,5.0,110.0,Лев,,3.0,3.0,0.0,,915844591390,,M,15.0,2013.0,1.0,1
1998.0,,Male,No,5.0,,,27.0,3.0,3.0,0.0,Masters,915844591390,,M,,2013.0,,1
1998.0,Да,Male,No,5.0,110.0,Лев,,3.0,3.0,,Masters,915844591390,New Delhi,M,15.0,2013.0,1.0,1
2001.0,Да,Female,No,2.0,34.0,Близнецы,,7.0,2.0,1.0,Bachelors,917435779679,Pune,S,9.0,,2.0,1
1999.0,Нет,Female,No,2.0,64.0,Дева,28.0,5.0,3.0,,Bachelors,911567822127,New Delhi,XS,7.0,,3.0,0
2001.0,Нет,Male,,4.0,82.0,Стрелец,,10.0,3.0,0.0,,912030356295,Bangalore,M,4.0,2016.0,,0
,Нет,,No,4.0,82.0,Стрелец,26.0,,,,,912030356295,Bangalore,M,4.0,,1.0,0
2001.0,Нет,Male,No,4.0,82.0,Стрелец,,10.0,,0.0,Bachelors,912030356295,Bangalore,,4.0,2016.0,1.0,0
2001.0,Нет,Male,No,4.0,82.0,,26.0,10.0,3.0,0.0,,912030356295,,M,4.0,2016.0,1.0,0
2001.0,Нет,Male,No,,,,26.0,10.0,3.0,0.0,Bachelors,912030356295,Bangalore,M,4.0,,1.0,0
1998.0,,Female,No,5.0,18.0,Козерог,27.0,9.0,3.0,,Bachelors,915983959468,Bangalore,M,11.0,2013.0,1.0,0
1999.0,,Female,No,3.0,82.0,Рак,28.0,1.0,2.0,1.0,,916462847543,Pune,L,0.0,,2.0,0
1999.0,Нет,Female,No,,82.0,Рак,,1.0,2.0,1.0,Masters,916462847543,Pune,L,,2015.0,2.0,0
,Нет,Male,No,3.0,29.0,Рыбы,,2.0,,0.0,Bachelors,913752414834,Bangalore,XL,3.0,2014.0,3.0,0
